Expediente,"Número resolución","Fecha Publicación","Alcance Gaceta",Gaceta,Producto,"Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único",Canon,"Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo Peddlers","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas","Precio Terminal sin impuesto ni subsidio Sectorial",Rige,"Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa Peddlers","Margen de comercializador masa","ID SIET",Observaciones
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Bunker Térmico ICE",513.61364,0,0,82.82992,267.58525,0,0,0,0,0,9.61104,0,0,0,25.25,0.46477,14.89986,3.19,0,295.75091,0,321.00091,0,,0,0,0,0,,0,,0,0,0,286.13988,False,0,0,929.22,345.45201,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Bunker Térmico ICE 2",513.61364,0,0,87.44834,282.50524,0,0,0,0,0,-13.04079,0,1.59648,-5.23198,25.25,0.46477,14.89986,3.19,0,284.38359,0,309.63359,0,,0,0,0,0,,0,,0,0,0,297.42438,False,0,0,967.525,320.02645,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"IFO 380",513.61364,0,0,160.99547,520.10207,0,0,0,0,0,0,0,0,0,0,0.46477,42.08986,12.72,0,575.3767,0,575.3767,0,,0,0,0,0,,0,,0,0,0,575.3767,False,556.99,593.76,0,0,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,Asfalto,513.61364,0,0,74.33895,240.15486,0,0.12448,0,0,0,0,0,5.37137,1.90485,52.75,0.46477,58.85986,16.2,0,323.08019,0,375.83019,3.75,379.58019,0,0,0,0,,0,,0,0,0,323.08019,False,0,0,1027.125,365.90501,369.55598,3.65097,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Asfalto PG-64-22",513.61364,0,0,77.38378,249.99128,0,0.12448,0,0,0,0,0,5.37137,1.90485,52.75,0.46477,58.85986,16.2,0,332.91661,0,385.66661,3.75,389.41661,0,0,0,0,,0,,0,0,0,332.91661,False,0,0,1026.5,375.71029,379.36348,3.65319,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Asfalto AC-10",513.61364,0,0,74.99233,242.2656,0,0,0,0,0,0,0,0,0,52.75,0.46477,59.06707,16.2,0,317.99744,0,370.74744,3.75,374.49744,0,0,0,0,,0,,0,0,0,317.99744,False,0,0,1025.3395,361.58506,365.24238,3.65733,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Diésel pesado o gasóleo",513.61364,0,0,83.58649,270.02936,0,0.12448,11.63186,0,0,0,0,0,2.91806,51,0.46477,22.87986,6.07,0,314.1184,0,365.1184,3.75,368.8684,0,0,0,0,,0,,0,0,0,302.48654,False,0,0,0,0,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Emulsión asfáltica rápida (RR)",513.61364,0,0,48.86084,157.84682,0,0.12448,0,0,0,0,0,0,0.08126,40,0.46477,27.00986,13.78,0,199.30719,0,239.30719,3.75,243.05719,0,0,0,0,,0,,0,0,0,199.30719,False,0,0,1005,238.11661,241.84795,3.73134,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Emulsión asfáltica lenta (RL)",513.61364,0,0,48.32032,156.10066,0,0.12448,0,0,0,0,0,0,-0.11827,40,0.46477,16.55986,13.78,0,186.9115,0,226.9115,3.75,230.6615,0,0,0,0,,0,,0,0,0,186.9115,False,0,0,1010.625,224.52591,228.23649,3.71058,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"LPG (70-30)",513.61364,0,0,47.26918,152.70491,0,0.12448,0,0,0,-57.87613,0,3.44366,0.08621,24,0.46477,21.95986,10.56,0,131.46776,0,155.46776,0,,56.68,0,0,59.86,272.00776,0,272,61.131,70.294,0,189.34389,False,0,0,532.90241,291.73776,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"LPG (rico en propano)",513.61364,0,0,77.53387,250.47616,0,0,0,0,0,-33.71837,0,0,0,24,0.46477,22.08986,10.56,0,249.87242,0,273.87242,0,,56.68,0,0,59.86,390.41242,0,390,61.131,70.294,0,283.59079,False,0,0,507.5,539.65009,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,Av-Gas,513.61364,0,0,167.6306,541.53712,0,0.12448,11.63186,0,0,0,0,-77.55,-4.86111,260.25,0.46477,52.34986,30.22,0,553.91698,0,814.16698,0,,0,17.27,0,0,831.43698,0,831,0,0,0,542.28512,False,765.2,863.13,0,0,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Jet fuel A-1",513.61364,0,0,88.63129,286.32679,0,0.12448,0,0,0,0,0,4.69375,-1.09636,156,0.46477,54.12986,14.07,0,358.71329,0,514.71329,0,,0,17.27,0,0,531.98329,0,532,0,0,0,358.71329,False,443.82,585.61,0,0,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Jet fuel A",513.61364,0,0,117.15466,378.47265,0,0.12448,0,0,0,0,0,4.69375,-1.09636,156,0.46477,54.12986,14.07,0,450.85915,0,606.85915,0,,0,17.27,0,0,624.12915,0,624,0,0,0,450.85915,False,535.96,677.75,0,0,0,0,,
ET-098-2024,RE-0083-IE-2024,09-12-2024,199,231,"Nafta pesada",513.61364,0,0,83.94239,271.17913,0,0,0,0,0,0,0,0,0,37.75,0.46477,17.69986,10.5,0,299.84375,0,337.59375,3.75,341.34375,0,0,0,0,,0,,0,0,0,299.84375,False,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Gasolina RON 95",519.35364,0,0,88.65695,289.61053,0,0.12933,13.07713,0,0,0,0,2.11924,-1.17921,272.25,0.46477,26.72986,10.97,0,341.92165,0,614.17165,3.75,617.92165,56.68,0,12.77,0,683.62165,1.66,685,0,0,0,328.84452,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Gasolina RON 91",519.35364,0,0,83.8385,273.87037,0,0.12933,13.07713,0,0,0,0,11.2019,-0.15846,260.25,0.46477,26.50986,11.17,0,336.2649,0,596.5149,3.75,600.2649,56.68,0,12.77,0,665.9649,1.66,668,0,0,0,323.18777,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Gasolina RON 91 (pescadores)",519.35364,0,0,83.8385,273.87037,0,0,0,0,-17.3488,0,0,0,0,0,0,26.50986,0,0,283.03143,0,283.03143,0,0,0,0,0,0,,0,,0,0,0,283.03143,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Diésel para uso automotriz de 50 ppm de azufre",519.35364,0,0,89.08473,291.00792,0,0.12933,13.07713,0,0,0,0,-2.07563,-1.45748,154,0.46477,26.77986,11.64,0,339.5659,0,493.5659,3.75,497.3159,56.68,0,12.77,0,563.0159,1.66,565,0,0,0,326.48877,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Diésel uso automotriz 50 ppm azufre (pescadores)",519.35364,0,0,89.08473,291.00792,0,0,0,0,-17.39986,0,0,0,0,0,0,26.77986,0,0,300.38792,0,300.38792,0,0,0,0,0,0,,0,,0,0,0,300.38792,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Diésel marino",519.35364,0,0,263.07959,859.38687,0,0,0,0,0,0,0,0,0,154,0.46477,26.77986,11.64,0,898.2715,0,1052.2715,0,0,0,0,0,0,,0,,0,0,0,898.2715,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,Keroseno,519.35364,0,0,89.62963,292.78791,0,0.12933,13.07713,0,0,0,0,0,-0.97226,74.25,0.46477,25.10986,10.27,0,340.86674,0,415.11674,3.75,418.86674,56.68,0,12.77,0,484.56674,1.66,486,0,0,0,327.78961,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,Bunker,519.35364,0,0,73.95393,241.58102,0,0.12933,0,0,0,-48.56843,0,0.57431,0.8786,25.25,0.46477,50.12986,13.45,0,258.63946,0,283.88946,3.75,287.63946,0,0,0,0,,0,,0,0,0,307.20789,True,0,0,987.55,287.46844,291.26571,3.79728,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Bunker Térmico ICE",519.35364,0,0,79.00005,258.06489,0,0,0,0,0,8.78314,0,0,0,25.25,0.46477,14.89986,3.19,0,285.40266,0,310.65266,0,0,0,0,0,0,,0,,0,0,0,276.61952,True,0,0,929.22,334.31552,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Bunker Térmico ICE 2",519.35364,0,0,86.48184,282.50524,0,0.12933,0,0,0,-13.17012,0,1.59648,-5.23198,25.25,0.46477,14.89986,3.19,0,284.38359,0,309.63359,0,0,0,0,0,0,,0,,0,0,0,297.5537,True,0,0,969.08333,319.51183,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"IFO 380",519.35364,0,0,159.21611,520.10207,0,0,0,0,0,0,0,0,0,0,0.46477,42.08986,12.72,0,575.3767,0,575.3767,0,0,0,0,0,0,,0,,0,0,0,575.3767,True,556.42,594.33,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,Asfalto,519.35364,0,0,76.49518,249.88238,0,0.12933,0,0,0,0,0,5.37137,1.90485,52.75,0.46477,58.85986,16.2,0,332.81256,0,385.56256,3.75,389.31256,0,0,0,0,,0,,0,0,0,332.81256,True,0,0,1025.375,376.02102,379.67822,3.6572,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Asfalto PG-64-22",519.35364,0,0,76.52852,249.99128,0,0.12933,0,0,0,0,0,5.37137,1.90485,52.75,0.46477,58.85986,16.2,0,332.92146,0,385.67146,3.75,389.42146,0,0,0,0,,0,,0,0,0,332.92146,True,0,0,1026.5,375.71501,379.3682,3.65319,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Asfalto AC-10",519.35364,0,0,76.21564,248.96923,0,0,0,0,0,0,0,0,0,52.75,0.46477,59.06707,16.2,0,324.70107,0,377.45107,3.75,381.20107,0,0,0,0,,0,,0,0,0,324.70107,True,0,0,1025.3395,368.12302,371.78034,3.65733,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Diésel pesado o gasóleo",519.35364,0,0,80.49649,262.95321,0,0.12933,13.07713,0,0,0,0,0,2.91806,51,0.46477,22.87986,6.07,0,308.49236,0,359.49236,3.75,363.24236,0,0,0,0,,0,,0,0,0,295.41523,True,0,0,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Emulsión asfáltica rápida (RR)",519.35364,0,0,49.49061,161.66812,0,0.12933,0,0,0,0,0,0,0.08126,40,0.46477,27.00986,13.78,0,203.13334,0,243.13334,3.75,246.88334,0,0,0,0,,0,,0,0,0,203.13334,True,0,0,1004.75,241.98392,245.71619,3.73227,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Emulsión asfáltica lenta (RL)",519.35364,0,0,49.72187,162.42355,0,0.12933,0,0,0,0,0,0,-0.11827,40,0.46477,16.55986,13.78,0,193.23923,0,233.23923,3.75,236.98923,0,0,0,0,,0,,0,0,0,193.23923,True,0,0,1009.125,231.13017,234.84626,3.71609,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"LPG (70-30)",519.35364,0,0,43.6727,142.66307,0,0.12933,0,0,0,-59.9182,0,3.44366,0.08621,24,0.46477,21.95986,10.56,0,119.38869,0,143.38869,0,0,56.68,0,0,59.86,259.92869,0,260,61.131,70.294,0,179.30689,True,0,0,532.57461,269.23681,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"LPG (rico en propano)",519.35364,0,0,76.67695,250.47616,0,0,0,0,0,-33.71837,0,0,0,24,0.46477,22.08986,10.56,0,249.87242,0,273.87242,0,0,56.68,0,0,59.86,390.41242,0,390,61.131,70.294,0,283.59079,True,0,0,507.5,539.65009,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,Av-Gas,519.35364,0,0,165.77791,541.53712,0,0.12933,13.07713,0,0,0,0,-77.55,-4.86111,260.25,0.46477,52.34986,30.22,0,555.3671,0,815.6171,0,0,0,17.27,0,0,832.8871,0,833,0,0,0,542.28997,True,761.93,869.3,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Jet fuel A-1",519.35364,0,0,89.62963,292.78791,0,0.12933,0,0,0,0,0,4.69375,-1.09636,156,0.46477,54.12986,14.07,0,365.17926,0,521.17926,0,0,0,17.27,0,0,538.44926,0,538,0,0,0,365.17926,True,446.8,595.56,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Jet fuel A",519.35364,0,0,115.85984,378.47265,0,0.12933,0,0,0,0,0,4.69375,-1.09636,156,0.46477,54.12986,14.07,0,450.864,0,606.864,0,0,0,17.27,0,0,624.134,0,624,0,0,0,450.864,True,532.48,681.25,0,0,0,0,,
ET-094-2024,RE-0080-IE-2024,14-11-2024,184,214,"Nafta pesada",519.35364,0,0,86.24772,281.74045,0,0,0,0,0,0,0,0,0,37.75,0.46477,17.69986,10.5,0,310.40508,0,348.15508,3.75,351.90508,0,0,0,0,,0,,0,0,0,310.40508,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,"Gasolina RON 95",519.35364,0,0,88.65695,289.61053,0,0.12933,13.07713,0,0,0,0,2.11924,-1.17921,273.25,0.46477,26.72986,10.97,0,341.92165,0,615.17165,3.75,618.92165,56.68,0,12.77,0,684.62165,1.66,686,0,0,0,328.84452,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,"Gasolina RON 91",519.35364,0,0,83.8385,273.87037,0,0.12933,13.07713,0,0,0,0,11.2019,-0.15846,261.25,0.46477,26.50986,11.17,0,336.2649,0,597.5149,3.75,601.2649,56.68,0,12.77,0,666.9649,1.66,669,0,0,0,323.18777,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,"Gasolina RON 91 (pescadores)",519.35364,0,0,83.8385,273.87037,0,0,0,0,-17.3488,0,0,0,0,0,0,26.50986,0,0,283.03143,0,283.03143,0,0,0,0,0,0,,0,,0,0,0,283.03143,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,"Diésel para uso automotriz de 50 ppm de azufre",519.35364,0,0,89.08473,291.00792,0,0.12933,13.07713,0,0,0,0,-2.07563,-1.45748,154.5,0.46477,26.77986,11.64,0,339.5659,0,494.0659,3.75,497.8159,56.68,0,12.77,0,563.5159,1.66,565,0,0,0,326.48877,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,"Diésel uso automotriz 50 ppm azufre (pescadores)",519.35364,0,0,89.08473,291.00792,0,0,0,0,-17.39986,0,0,0,0,0,0,26.77986,0,0,300.38792,0,300.38792,0,0,0,0,0,0,,0,,0,0,0,300.38792,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,"Diésel marino",519.35364,0,0,263.07959,859.38687,0,0,0,0,0,0,0,0,0,154.5,0.46477,26.77986,11.64,0,898.2715,0,1052.7715,0,0,0,0,0,0,,0,,0,0,0,898.2715,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,Keroseno,519.35364,0,0,89.62963,292.78791,0,0.12933,13.07713,0,0,0,0,0,-0.97226,74.5,0.46477,25.10986,10.27,0,340.86674,0,415.36674,3.75,419.11674,56.68,0,12.77,0,484.81674,1.66,486,0,0,0,327.78961,True,0,0,0,0,0,0,,
ET-088-2024,RE-0076-IE-2024,07-11-2024,180,209,Bunker,519.35364,0,0,73.95393,241.58102,0,0.12933,0,0,0,-48.56843,0,0.57431,0.8786,25.25,0.46477,50.12986,13.45,0,258.63946,0,283.88946,3.75,287.63946,0,0,0,0,,0,,0,0,0,307.20789,True,0,0,987.55,287.46844,291.26571,3.79728,,
